question_id,question,options,correct_answer,model_answer,is_correct,bleu,f1,response_time,error_message
104,يبدأ الإحرام للحج من:,"أ: المواقيت المكانية
ب: مكة المكرمة
ج: المدينة المنورة",أ, الإجابة: أ: المواقيت المكانية ,True,0.009048295247234425,1.0,1.0908668041229248,
105,من محظورات الإحرام:,"أ: لبس المخيط للرجال
ب: تغطية الرأس للرجال
ج: قص الأظافر
د: جميع ما سبق",د, الإجابة: د: جميع ما سبق ,False,0.010825057921671676,0.0,1.2472431659698486,
106,الطواف حول الكعبة يكون:,"أ: في اتجاه عقارب الساعة
ب: عكس اتجاه عقارب الساعة
ج: في أي اتجاه",ب, الإجابة: أ: في اتجاه عقارب الساعة ,True,0.008176856499690712,1.0,1.2114064693450928,
107,عدد أشواط السعي بين الصفا والمروة:,"أ: سبعة أشواط
ب: ستة أشواط
ج: ثمانية أشواط",أ, الإجابة: أ: سبعة أشواط ,True,0.011199617145528714,1.0,1.2371342182159424,
108,الوقوف بعرفة يكون في اليوم:,"أ: الثامن من ذي الحجة
ب: التاسع من ذي الحجة
ج: العاشر من ذي الحجة",ب, الإجابة: ب: التاسع من ذي الحجة ,True,0.008811835296733616,1.0,1.298776388168335,
109,رمي الجمرات يبدأ في:,"أ: يوم عرفة
ب: يوم النحر
ج: أيام التشريق",ب, الإجابة: ج: أيام التشريق ,False,0.010477009940175953,0.0,1.0626299381256104,
110,طواف الإفاضة من:,"أ: واجبات الحج
ب: أركان الحج
ج: سنن الحج",ب, الإجابة: ب: أركان الحج ,False,0.011199617145528714,0.0,0.9913449287414551,
111,من أركان العمرة:,"أ: الطواف
ب: السعي
ج: الإحرام
د: جميع ما سبق",د, د: جميع ما سبق ,False,0.01571523700545522,0.0,0.9415383338928223,
112,متى يجوز التمتع بالعمرة إلى الحج؟,"أ: في أشهر الحج
ب: في أي وقت من السنة
ج: في شهر رمضان فقط",أ, الإجابة: أ: في أشهر الحج ,False,0.010477009940175953,0.0,1.2623505592346191,
113,من شروط طواف الإفاضة:,"أ: الطهارة
ب: ستر العورة
ج: جعل البيت عن يساره
د: جميع ما سبق",د, د: جميع ما سبق ,False,0.01571523700545522,0.0,1.3104944229125977,
114,المبيت بمزدلفة ليلة النحر:,"أ: ركن من أركان الحج
ب: واجب من واجبات الحج
ج: سنة من سنن الحج",ب, الإجابة: ب: واجب من واجبات الحج ,False,0.008588486560503192,0.0,1.3051421642303467,
115,أنواع النسك في الحج:,"أ: التمتع
ب: القران
ج: الإفراد
د: جميع ما سبق",د, د: جميع ما سبق ,False,0.01571523700545522,0.0,1.0090045928955078,
116,الهدي واجب على:,"أ: المتمتع والقارن
ب: المفرد
ج: جميع الحجاج",أ, الإجابة: أ: المتمتع والقارن ,True,0.009565665109256835,1.0,1.1780812740325928,
117,من محظورات الإحرام للمرأة:,"أ: لبس النقاب
ب: لبس القفازين
ج: كلاهما
د: لا شيء مما سبق",ج, الإجابة: ج: كلاهما ,True,0.013038525962482981,1.0,1.129096508026123,
118,حكم التحلل من الإحرام قبل إتمام النسك:,"أ: جائز مطلقاً
ب: جائز بشرط الاشتراط عند الإحرام
ج: غير جائز مطلقاً",ب, الإجابة: ب: جائز بشرط الاشتراط عند الإحرام ,True,0.0067525623389387635,1.0,1.5077967643737793,
119,طواف الوداع:,"أ: واجب على كل حاج
ب: واجب إلا على الحائض والنفساء
ج: سنة للجميع",ب, الإجابة: أ: واجب على كل حاج ,False,0.009565665109256835,0.0,1.2798352241516113,
120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,"أ: جائز
ب: غير جائز",أ, الإجابة: أ: جائز ,True,0.014238348381961592,1.0,1.0147762298583984,
121,من أسباب وجوب دم الفدية:,"أ: فعل محظور من محظورات الإحرام
ب: ترك واجب من واجبات الحج
ج: كلاهما",ج, الإجابة: ج: كلاهما ,True,0.013038525962482981,1.0,1.1015567779541016,
122,العمرة في رمضان:,"أ: تعدل حجة
ب: تعدل حجتين
ج: لا تعدل شيئاً",أ, الإجابة: أ: تعدل حجة ,True,0.012042033681462784,1.0,1.0817720890045166,
123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,"أ: زوال الشمس
ب: بعد زوال الشمس بقليل
ج: عندما يصير ظل كل شيء مثله",أ, الإجابة: أ: زوال الشمس ,True,0.011199617145528714,1.0,1.0344300270080566,
124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,"أ: عندما يصير ظل كل شيء مثله
ب: عندما يصير ظل كل شيء مثليه
ج: بعد زوال الشمس مباشرة",أ, الإجابة: أ: عندما يصير ظل كل شيء مثله ,True,0.007469938459592591,1.0,1.4267709255218506,
125,وقت صلاة المغرب حسب المذهب المالكي:,"أ: من غروب الشمس إلى مغيب الشفق الأحمر
ب: من غروب الشمس إلى مغيب الشفق الأبيض
ج: وقت قصير بعد غروب الشمس بقدر الوضوء وأداء ثلاث ركعات",ج, الإجابة: أ: من غروب الشمس إلى مغيب الشفق الأحمر ,False,0.00616976802746866,0.0,1.7608249187469482,
126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,"أ: غروب الشمس
ب: مغيب الشفق الأحمر
ج: مغيب الشفق الأبيض",ب, الإجابة: ب: مغيب الشفق الأحمر ,True,0.009048295247234425,1.0,1.406493902206421,
127,من نواقض الوضوء في المذهب المالكي:,"أ: خروج الريح من القبل
ب: خروج الريح من الدبر
ج: النوم الخفيف
د: لمس المرأة الأجنبية بدون شهوة",ب," الإجابة الصحيحة هي:
ب: خروج الريح من الدبر ",False,0.0067525623389387635,0.0,1.814307451248169,
128,من شروط صحة صلاة الجمعة في المذهب المالكي:,"أ: الاستيطان
ب: الجماعة (12 رجلاً على الأقل)
ج: إقامتها في مسجد أو ما في حكمه
د: جميع ما سبق",د, د: جميع ما سبق ,False,0.01571523700545522,0.0,1.2971882820129395,
129,ينتقض الوضوء في المذهب المالكي بـ:,"أ: لمس المرأة بشهوة ولو بغير قصد
ب: لمس المرأة مطلقاً
ج: مس الذكر بباطن الكف أو الأصابع
د: أ و ج",د, الإجابة: د: أ و ج ,False,0.013609139615996616,0.0,1.248905897140503,
130,الخطبة في صلاة الجمعة حسب المذهب المالكي:,"أ: شرط من شروط صحتها
ب: ركن من أركانها
ج: واجبة قبل الصلاة",أ, الإجابة: أ: شرط من شروط صحتها ,True,0.009048295247234425,1.0,1.3334882259368896,
131,النوم الثقيل المستغرق في المذهب المالكي:,"أ: ينقض الوضوء مطلقاً
ب: ينقض الوضوء إذا كان مضطجعاً
ج: لا ينقض الوضوء مطلقاً",أ, الإجابة: أ: ينقض الوضوء مطلقاً ,True,0.008811835296733616,1.0,1.4068431854248047,
132,وقت الضرورة لصلاة العصر حسب المذهب المالكي:,"أ: من اصفرار الشمس إلى الغروب
ب: ليس له وقت ضرورة في المشهور
ج: عند اشتداد المرض أو السفر",ب, الإجابة: أ: من اصفرار الشمس إلى الغروب ,True,0.007313425995364251,1.0,1.3757531642913818,
133,أركان الإسلام عددها:,"أ: خمسة
ب: أربعة
ج: ستة",أ, الإجابة: أ: خمسة ,True,0.014238348381961592,1.0,0.9640758037567139,
134,أي من التالي ليس من أركان الإيمان:,"أ: الإيمان بالملائكة
ب: الإيمان بالكتب السماوية
ج: الحج لمن استطاع إليه سبيلا",ج, الإجابة: ج: الحج لمن استطاع إليه سبيلا ,True,0.007313425995364251,1.0,1.359743595123291,
135,الإحسان في الإسلام يعني:,"أ: أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك
ب: الصدق في القول والعمل
ج: إتقان العمل فقط",أ, الإجابة: أ ,True,0.020044994979069072,1.0,1.0900671482086182,
136,الفرق الأساسي بين الزكاة والصدقة أن:,"أ: الزكاة تطوعية والصدقة فريضة
ب: الزكاة فريضة والصدقة تطوعية
ج: كلاهما فريضة ولكن لفئات مختلفة",ب, الإجابة: ب: الزكاة فريضة والصدقة تطوعية ,True,0.0071638813215387015,1.0,1.5617396831512451,
137,أجر صيام يوم عرفة للحاج:,"أ: يكفر السنة التي قبله والسنة التي بعده
ب: لا يُسن للحاج صيام يوم عرفة
ج: يكفر ذنوب عشر سنوات",ب, الإجابة: ب: لا يُسن للحاج صيام يوم عرفة ,False,0.0071638813215387015,0.0,1.5850725173950195,
138,أجر صيام يوم عاشوراء:,"أ: يكفر السنة التي قبله والسنة التي بعده
ب: يكفر السنة التي قبله فقط
ج: يكفر ذنوب عشر سنوات",ب, الإجابة: ب: يكفر السنة التي قبله فقط ,True,0.007633935801913548,1.0,1.4274957180023193,
139,ليلة القدر هي:,"أ: ليلة من العشر الأواخر من رمضان
ب: الليلة الأولى من رمضان
ج: ليلة النصف من شعبان",أ, الإجابة: أ: ليلة من العشر الأواخر من رمضان ,True,0.0067525623389387635,1.0,1.3392810821533203,
140,القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:,"أ: القهقهة تبطل الصلاة ولا تنقض الوضوء
ب: القهقهة تبطل الصلاة وتنقض الوضوء
ج: القهقهة لا تبطل الصلاة ولا تنقض الوضوء",أ, ب: القهقهة تبطل الصلاة وتنقض الوضوء ,False,0.0,0.0,1.664269208908081,
