embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,bleu,f1,response_time,error_message
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,64,حكم العتق:,ب, الجواب: ب: العتق مستحب بإجماع المسلمين ,True,0.007313425995364251,1.0,4.41324257850647,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,65,حكم الولاء:,ب, الجواب: الخيار الصحيح هو (أ) الولاء محرم بإجماع العلماء. ,True,0.005354194904142114,1.0,4.326939821243286,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,66,حكم شهادة الزور:,ب, ب: شهادة الزور محرمة بإجماع المسلمين ,True,0.007633935801913548,1.0,4.081316947937012,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,67,حكم القضاء في الإسلام:,ب, ب: القضاء واجب على الكفاية بإجماع العلماء ,True,0.006883858510498897,1.0,4.275692701339722,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,68,حكم المظالم:,ب, ب: المظالم محرمة بإجماع المسلمين ,True,0.008377152169377823,1.0,4.157493591308594,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,69,حكم أخذ مال المسلم بغير حق:,ب, ب: أخذ مال المسلم محرم بإجماع المسلمين ,True,0.007313425995364251,1.0,5.2154576778411865,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,70,حكم المهر في النكاح:,ب, ب: المهر واجب بإجماع العلماء ,True,0.0092991042878441,1.0,4.186820030212402,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,71,حكم الصداق (الهبة من الرجل لزوجته):,ب, ب: الصداق جائز ومستحب بإجماع العلماء ,True,0.007633935801913548,1.0,3.488677501678467,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,72,حكم الإعسار في الدين:,ب, ب: ينظر المعسر بإجماع العلماء ,True,0.009048295247234425,1.0,5.387407302856445,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,73,حكم الإفلاس:,ب, ب: يعلن إفلاسه بإجماع العلماء ,True,0.009048295247234425,1.0,3.8734219074249268,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,74,حكم التفليس:,ب, الجواب: أ: التفليس محرم بإجماع العلماء ,False,0.007313425995364251,0.0,4.490980863571167,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,75,حكم الكفالة:,ب, الجواب: ب: الكفالة جائزة بإجماع العلماء ,True,0.0071638813215387015,1.0,4.285823106765747,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,76,حكم الضمان:,ب, الجواب: ب: الضمان جائز بإجماع العلماء ,True,0.007469938459592591,1.0,4.418098449707031,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب, ب: الإيلاء جائز عند جمهور العلماء ,True,0.008176856499690712,1.0,4.83195424079895,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,78,حكم الظهار:,ب, ب: الظهار محرم بإجماع العلماء ,True,0.009048295247234425,1.0,4.720244407653809,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,79,حكم اللعان:,ب, ب: اللعان مشروع عند التهمة بالزنا ,True,0.008176856499690712,1.0,4.25249981880188,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,80,حكم الخلع:,ب, ب: الخلع جائز بإجماع العلماء ,True,0.0092991042878441,1.0,4.260823965072632,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,81,حكم الطلاق:,ب, ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء ,True,0.006389329974674238,1.0,3.7911031246185303,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,82,حكم الرجعة بعد الطلاق:,ب, الجواب: أ: الرجعة محرمة في جميع الحالات ,False,0.0071638813215387015,0.0,3.978281021118164,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,83,حكم العدة بعد الطلاق:,ب, ب: العدة واجبة بإجماع العلماء ,True,0.009048295247234425,1.0,3.036376476287842,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,84,حكم النفقة بعد الطلاق:,ب, ب: النفقة واجبة في العدة بإجماع العلماء ,True,0.0071638813215387015,1.0,4.283705234527588,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,85,حكم الحضانة بعد الطلاق:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,4.2563157081604,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,86,حكم الوصية للوارث:,ب, ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة ,True,0.005203424609196104,1.0,4.5950233936309814,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,87,حكم وجوب صلاة الوتر:,ب, الجواب: ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء ,True,0.005965939103175657,1.0,4.6210854053497314,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,88,حكم ذبح غير المسلم للحيوان المأكول:,ب, ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء ,True,0.0044608951829991,1.0,6.3881754875183105,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,89,حكم من سب الله أو رسوله:,ب, ب: هو كافر مرتد بإجماع العلماء ,True,0.008811835296733616,1.0,4.071033000946045,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,90,حكم اللعان بين الزوجين:,ب, ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا ,True,0.006065997938636506,1.0,4.216060161590576,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,91,حكم المباهلة في الدين:,ب, ب: المباهلة جائزة بإجماع العلماء عند الحاجة ,True,0.006626589205134352,1.0,4.132717132568359,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,92,حكم الرضاع المحرم للنكاح:,ب, ب: الرضاع يحرم النكاح بإجماع العلماء ,True,0.007633935801913548,1.0,4.353111982345581,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,93,حكم الحضانة للأطفال:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,3.277815103530884,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,94,حكم الدعاء على الظالم:,ب, ب: الدعاء على الظالم جائز بإجماع العلماء ,True,0.00702083472657119,1.0,4.777705669403076,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,95,حكم مصافحة الرجل للمرأة الأجنبية:,ب, ب: المصافحة محرمة بإجماع العلماء ,True,0.008377152169377823,1.0,3.372366428375244,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,96,حكم صلاة الكسوف والخسوف:,ب, ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء ,True,0.0071638813215387015,1.0,3.914501905441284,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,97,حكم بيع العربون:,ب, ب: بيع العربون جائز عند جمهور العلماء ,True,0.007469938459592591,1.0,4.8921990394592285,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,98,حكم إعارة السلاح في الفتنة:,ب, ب: إعارة السلاح محرمة بإجماع العلماء ,True,0.007633935801913548,1.0,3.440544366836548,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,99,حكم الوفاء بالكفارات:,ب, ب: الوفاء بالكفارات واجب بإجماع العلماء ,True,0.0071638813215387015,1.0,5.302774667739868,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,100,حكم الوفاء بالنذر المباح:,ب, ب: الوفاء بالنذر واجب بإجماع العلماء ,True,0.007633935801913548,1.0,4.401194095611572,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,101,خيار المجلس عند المالكية:,ب, ب ,True,0.07249749990681824,1.0,3.7244648933410645,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,102,بيع الغرر اليسير في المذهب المالكي:,ب, ب ,True,0.07249749990681824,1.0,3.006649971008301,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,103,من شروط صحة الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.5363454818725586,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,104,يبدأ الإحرام للحج من:,أ, الإجابة الصحيحة هي: أ: المواقيت المكانية ,True,0.00702083472657119,1.0,4.3589231967926025,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,105,من محظورات الإحرام:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.2902114391326904,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,106,الطواف حول الكعبة يكون:,ب, ب: عكس اتجاه عقارب الساعة ,True,0.01015265650850611,1.0,3.3483901023864746,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,107,عدد أشواط السعي بين الصفا والمروة:,أ, الجواب: أ: سبعة أشواط ,True,0.011603982212675388,1.0,4.308510065078735,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,108,الوقوف بعرفة يكون في اليوم:,ب, ب: التاسع من ذي الحجة ,True,0.011603982212675388,1.0,4.082169771194458,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,109,رمي الجمرات يبدأ في:,ب, الجواب: ج: أيام التشريق ,False,0.010825057921671676,0.0,5.534550666809082,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,110,طواف الإفاضة من:,ب, الجواب: أ: واجبات الحج ,False,0.011199617145528714,0.0,4.025150775909424,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,111,من أركان العمرة:,د, الإجابة الصحيحة هي: د: جميع ما سبق ,False,0.007986728673290205,0.0,3.644487142562866,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,112,متى يجوز التمتع بالعمرة إلى الحج؟,أ, الإجابة الصحيحة هي: أ: في أشهر الحج ,False,0.007805988703535686,0.0,3.9717345237731934,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,113,من شروط طواف الإفاضة:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,4.008704423904419,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,114,المبيت بمزدلفة ليلة النحر:,ب, ب: واجب من واجبات الحج ,False,0.011199617145528714,0.0,3.793308973312378,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,115,أنواع النسك في الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,4.339330196380615,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,116,الهدي واجب على:,أ, الجواب: أ: المتمتع والقارن ,True,0.009849574084214482,1.0,3.72086238861084,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,117,من محظورات الإحرام للمرأة:,ج, ج: كلاهما ,True,0.021598265052211615,1.0,3.548001766204834,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,118,حكم التحلل من الإحرام قبل إتمام النسك:,ب, ب: جائز بشرط الاشتراط عند الإحرام ,True,0.008176856499690712,1.0,5.2835187911987305,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,119,طواف الوداع:,ب, الجواب: ج: سنة للجميع ,False,0.011603982212675388,0.0,3.840430498123169,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,أ, الجواب: أ: جائز ,True,0.014936192853457254,1.0,2.839827299118042,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,121,من أسباب وجوب دم الفدية:,ج, ج: كلاهما ,True,0.021598265052211615,1.0,3.5613603591918945,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,122,العمرة في رمضان:,أ, الجواب: ب: تعدل حجتين ,False,0.0,0.0,3.8576924800872803,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: زوال الشمس ,True,0.008588486560503192,1.0,4.440137147903442,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: عندما يصير ظل كل شيء مثله ,True,0.006277466950757328,1.0,1.9339771270751953,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,125,وقت صلاة المغرب حسب المذهب المالكي:,ج, ج ,True,0.07249749990681824,1.0,4.16815972328186,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,ب, ب: مغيب الشفق الأحمر ,True,0.012042033681462784,1.0,5.029661178588867,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,127,من نواقض الوضوء في المذهب المالكي:,ب, ب ,True,0.07249749990681824,1.0,3.380988359451294,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,128,من شروط صحة صلاة الجمعة في المذهب المالكي:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.343717098236084,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,129,ينتقض الوضوء في المذهب المالكي بـ:,د, الجواب: د: أ و ج ,False,0.014238348381961592,0.0,4.533422470092773,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,130,الخطبة في صلاة الجمعة حسب المذهب المالكي:,أ, الجواب: أ: شرط من شروط صحتها ,True,0.0092991042878441,1.0,4.304495573043823,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,131,النوم الثقيل المستغرق في المذهب المالكي:,أ, الجواب: أ: ينقض الوضوء مطلقاً ,True,0.009048295247234425,1.0,5.2866411209106445,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,132,وقت الضرورة لصلاة العصر حسب المذهب المالكي:,ب, ب: ليس له وقت ضرورة في المشهور ,True,0.008811835296733616,1.0,4.006475925445557,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,133,أركان الإسلام عددها:,أ, الجواب: أركان الإسلام عددها: أ: خمسة ,True,0.007633935801913548,1.0,4.246655464172363,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,134,أي من التالي ليس من أركان الإيمان:,ج, ج: الحج لمن استطاع إليه سبيلا ,True,0.009048295247234425,1.0,4.276109218597412,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,135,الإحسان في الإسلام يعني:,أ," الإحسان في الإسلام يعني: 
أ: أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك ",True,0.004079981195306543,1.0,5.121495485305786,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,136,الفرق الأساسي بين الزكاة والصدقة أن:,ب, ب: الزكاة فريضة والصدقة تطوعية ,True,0.008811835296733616,1.0,3.7040717601776123,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,137,أجر صيام يوم عرفة للحاج:,ب, ب: لا يُسن للحاج صيام يوم عرفة ,False,0.008811835296733616,0.0,4.239670753479004,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,138,أجر صيام يوم عاشوراء:,ب, ب: يكفر السنة التي قبله فقط ,True,0.009565665109256835,1.0,3.5248188972473145,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,139,ليلة القدر هي:,أ," السؤال: ليلة القدر هي:

الخيارات:
أ: ليلة من العشر الأواخر من رمضان
ب: الليلة الأولى من رمضان
ج: ليلة النصف من شعبان

الإجابة الصحيحة هي: أ ",True,0.0025150089306398035,1.0,6.298523187637329,
AraModernBert-STS,cross_encoder,Cross-Encoder MS-MARCO,140,القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:,أ, أ: القهقهة تبطل الصلاة ولا تنقض الوضوء ,True,0.007313425995364251,1.0,5.347751140594482,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,1,حكم الطهارة لمن أراد أداء الصلاة:,أ, الجواب: أ: واجبة بإجماع المسلمين ,True,0.008377152169377823,1.0,4.9698402881622314,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,2,ما هو حكم الوضوء بفضل وضوء مسلم آخر:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.6116392612457275,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,3,حكم وضوء الرجل والمرأة معاً في إناء واحد:,ج, ج: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.6473522186279297,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,4,حكم ماء البحر للوضوء:,أ, الجواب: أ: طهور بإجماع العلماء ,True,0.008811835296733616,1.0,3.8406825065612793,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,5,حكم الوضوء بالمائعات غير الماء:,ب, ب: لا يجوز بإجماع العلماء (عدا النبيذ محل خلاف) ,True,0.00616976802746866,1.0,4.132415294647217,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,6,حكم الاستنجاء بالماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,2.828857898712158,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,7,حكم الاستجمار بالأحجار:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.6432271003723145,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,8,حكم الجمع بين الاستجمار والاستنجاء بالماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.622346878051758,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,9,حكم الاستجمار بغير الحجارة:,ب, ب: جائز بالطاهر المنقي ما لم يكن طعاماً ,True,0.0071638813215387015,1.0,4.371858358383179,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,10,حكم الاستجمار مع وجود الماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.491046190261841,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,11,حكم الاستنجاء باليد اليمنى:,ب, ب: منهي عنه بإجماع العلماء ,True,0.009849574084214482,1.0,3.781324625015259,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,12,حكم السواك عند الصلاة:,ب, ب: مستحب ومشروع بإجماع العلماء ,True,0.008811835296733616,1.0,3.8284361362457275,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,13,حكم الختان للرجال:,ب, ب: من سنن الإسلام ومشروع بإجماع العلماء ,True,0.0071638813215387015,1.0,3.523758888244629,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,14,حكم التثليث في الوضوء:,ب, ب: غير واجب بإجماع العلماء ,True,0.009849574084214482,1.0,3.4474282264709473,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,15,ما هو حكم استقبال القبلة في الصلاة:,ب, ب: واجب بإجماع العلماء ,True,0.011199617145528714,1.0,3.058793544769287,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,16,حكم الطهارة للصلاة:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,3.6455702781677246,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,17,حكم قراءة الفاتحة في الصلاة:,ب, ب: واجبة بإجماع العلماء ,True,0.010825057921671676,1.0,3.1627206802368164,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,18,حكم الزكاة في الإسلام:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,4.105777978897095,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,19,حكم التيمم عند عدم وجود الماء:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.495458126068115,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,20,حكم المسح على الخفين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.2308263778686523,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,21,حكم الصلاة على الميت:,ب, ب: فرض كفاية بإجماع العلماء ,True,0.009565665109256835,1.0,3.2205121517181396,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,22,حكم سجود السهو:,ب, الجواب: ج: سنة مؤكدة ,False,0.012042033681462784,0.0,4.787883043289185,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,23,حكم صلاة الجمعة على الرجال:,ب, ب: فرض عين بإجماع العلماء ,True,0.01015265650850611,1.0,3.4747161865234375,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,24,حكم صلاة العيدين:,ب, ب: سنة مؤكدة عند جمهور العلماء ,True,0.008811835296733616,1.0,3.057971954345703,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,25,حكم العمرة في العمر:,ب, الجواب: أ: سنة مؤكدة ,False,0.012042033681462784,0.0,2.553971767425537,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,26,حكم صلاة التراويح:,ب, ب: سنة مؤكدة بإجماع العلماء ,True,0.009565665109256835,1.0,2.890650510787964,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,27,حكم البيع بشرط الخيار:,ب, الجواب: ج: مكروه عند الجمهور ,False,0.0092991042878441,0.0,3.842829942703247,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.2507781982421875,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,29,حكم بيع الفضة بالفضة متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.2224068641662598,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,30,حكم بيع الطعام بالطعام متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,4.170948028564453,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,31,حكم بيع العربون:,ب, الجواب: أ: محرم بإجماع العلماء ,False,0.008811835296733616,0.0,4.00570011138916,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,32,حكم الشفعة في العقار:,ب, ب: ثابتة بإجماع العلماء ,True,0.010825057921671676,1.0,3.7304494380950928,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,33,حكم الوقف في الإسلام:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,2.7694740295410156,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,34,حكم الهبة:,ب, ب: جائزة ومستحبة بإجماع العلماء ,True,0.008588486560503192,1.0,3.961925983428955,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,35,حكم العارية:,ب, الجواب: ب: جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,4.002478361129761,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,36,حكم إعارة السلاح في الفتنة:,ب, ب: محرمة بإجماع العلماء ,True,0.010825057921671676,1.0,3.772204637527466,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,37,حكم الوديعة (حفظ المال):,ب, ب: جائزة وواجبة عند الجمهور ,True,0.009565665109256835,1.0,5.6291375160217285,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,38,حكم الوكالة:,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.427802562713623,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,39,حكم المضاربة (شركة بين مال وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.7326500415802,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,40,حكم المساقاة (شركة بين شجر وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.923455238342285,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,41,حكم المزارعة (شركة بين أرض وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.162073850631714,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,42,حكم الصلح بين الخصوم:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,3.991363048553467,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,43,حكم الإبراء من الدين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.8096020221710205,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,44,حكم إجارة العين لمالكها:,ب, ب: جائزة عند جمهور العلماء ,True,0.009849574084214482,1.0,3.115614891052246,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,45,حكم الإجارة على الأعمال المحرمة:,ب, ب: باطلة ومحرمة بإجماع العلماء ,True,0.008811835296733616,1.0,2.8749945163726807,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب, أ: محرمة بإجماع العلماء ,False,0.010825057921671676,0.0,3.840620517730713,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب, الجواب: ج: مكروهة عند الجمهور ,False,0.009048295247234425,0.0,3.1411185264587402,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,48,حكم السبق (الجائزة) في المسابقات:,ب, ب: جائز في الخيل والإبل والسهام بإجماع العلماء ,True,0.006277466950757328,1.0,4.045840740203857,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,49,حكم الرهن:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.8363165855407715,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,50,حكم الكفالة والضمان:,ب, ب: الكفالة والضمان جائزان بإجماع العلماء ,True,0.00702083472657119,1.0,3.9953880310058594,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,51,حكم الحوالة:,ب, ب: الحوالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,3.855846643447876,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,52,حكم الأيمان:,ب, ب: الأيمان جائزة بالله وصفاته ,True,0.009048295247234425,1.0,3.757251024246216,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,53,حكم الصيد بالكلب المعلم:,ب, ب: الصيد بالكلب المعلم جائز بإجماع العلماء ,True,0.0067525623389387635,1.0,4.999307155609131,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,54,حكم الذبائح:,ب, ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله ,True,0.0056860862169080505,1.0,4.401548385620117,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,55,حكم الصيد بالجوارح (غير الكلب):,ب, ج: الصيد بالجوارح (غير الكلب) مكروه عند الجمهور ,False,0.00616976802746866,0.0,5.412805557250977,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,56,حكم الأضحية:,ب, ج: الأضحية فرض كفاية ,False,0.0,0.0,3.2076995372772217,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,57,حكم العقيقة عن المولود:,ب, ب: العقيقة سنة مؤكدة بإجماع العلماء ,True,0.007805988703535686,1.0,3.4871227741241455,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,58,حكم الجهاد في سبيل الله:,ب, ب: الجهاد فرض كفاية بإجماع العلماء ,True,0.007986728673290205,1.0,4.258217096328735,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,59,حكم قتال المرتد:,ب, ب: قتال المرتد واجب بإجماع العلماء ,True,0.007986728673290205,1.0,3.1986911296844482,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,60,حكم قتال البغاة:,ب, ب: قتال البغاة واجب بإجماع العلماء ,True,0.007986728673290205,1.0,4.075883626937866,
AraModernBert-STS,mini_reranker,miniReranker Arabic v1,61,حكم قتال أهل الذمة:,ب, ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد ,True,0.005354194904142114,1.0,4.708026647567749,
