model,question_id,question,correct_answer,model_answer,is_correct,bleu,f1,response_time,error_message
MarBERTv2,42,حكم الصلح بين الخصوم:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,2.8563716411590576,
MarBERTv2,43,حكم الإبراء من الدين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,2.927764415740967,
MarBERTv2,44,حكم إجارة العين لمالكها:,ب, ب: جائزة عند جمهور العلماء ,True,0.009849574084214482,1.0,2.7973673343658447,
MarBERTv2,45,حكم الإجارة على الأعمال المحرمة:,ب, ب: باطلة ومحرمة بإجماع العلماء ,True,0.008811835296733616,1.0,2.3896985054016113,
MarBERTv2,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب, أ: محرمة بإجماع العلماء ,False,0.010825057921671676,0.0,2.500375747680664,
MarBERTv2,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.1381802558898926,
MarBERTv2,48,حكم السبق (الجائزة) في المسابقات:,ب, ب: جائز في الخيل والإبل والسهام بإجماع العلماء ,True,0.006277466950757328,1.0,2.541546583175659,
MarBERTv2,49,حكم الرهن:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,2.7014448642730713,
MarBERTv2,50,حكم الكفالة والضمان:,ب, ب: الكفالة والضمان جائزان بإجماع العلماء ,True,0.00702083472657119,1.0,2.4817426204681396,
MarBERTv2,51,حكم الحوالة:,ب, ب: الحوالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,2.4955954551696777,
MarBERTv2,52,حكم الأيمان:,ب, ب: الأيمان جائزة بالله وصفاته ,True,0.009048295247234425,1.0,2.5992813110351562,
MarBERTv2,53,حكم الصيد بالكلب المعلم:,ب, ب: الصيد بالكلب المعلم جائز بإجماع العلماء ,True,0.0067525623389387635,1.0,2.7248878479003906,
MarBERTv2,54,حكم الذبائح:,ب, ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله ,True,0.0056860862169080505,1.0,3.3049020767211914,
MarBERTv2,55,حكم الصيد بالجوارح (غير الكلب):,ب, ج: الصيد بالجوارح (غير الكلب) مكروه عند الجمهور ,False,0.00616976802746866,0.0,2.9486193656921387,
MarBERTv2,56,حكم الأضحية:,ب, ب: الأضحية سنة مؤكدة عند جمهور العلماء ,True,0.007313425995364251,1.0,2.980863571166992,
MarBERTv2,57,حكم العقيقة عن المولود:,ب, ب: العقيقة سنة مؤكدة بإجماع العلماء ,True,0.007805988703535686,1.0,2.9075043201446533,
MarBERTv2,58,حكم الجهاد في سبيل الله:,ب, ب: الجهاد فرض كفاية بإجماع العلماء ,True,0.007986728673290205,1.0,2.926853895187378,
MarBERTv2,59,حكم قتال المرتد:,ب, ب: قتال المرتد واجب بإجماع العلماء ,True,0.007986728673290205,1.0,2.45704984664917,
MarBERTv2,60,حكم قتال البغاة:,ب, ب: قتال البغاة واجب بإجماع العلماء ,True,0.007986728673290205,1.0,2.7770910263061523,
MarBERTv2,61,حكم قتال أهل الذمة:,ب, ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد ,True,0.005354194904142114,1.0,2.895211935043335,
MarBERTv2,62,حكم الجزية:,ب, ب: الجزية واجبة على أهل الكتاب بإجماع العلماء ,True,0.006389329974674238,1.0,2.1804354190826416,
MarBERTv2,63,حكم الرق (العبودية):,ب, ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء ,True,0.005869389976559867,1.0,3.292182683944702,
MarBERTv2,64,حكم العتق:,ب, ب: العتق مستحب بإجماع المسلمين ,True,0.008811835296733616,1.0,2.20302414894104,
MarBERTv2,65,حكم الولاء:,ب," الإجابة الصحيحة هي:
أ: الولاء محرم بإجماع العلماء ",False,0.005965939103175657,0.0,2.9057962894439697,
MarBERTv2,66,حكم شهادة الزور:,ب, ب: شهادة الزور محرمة بإجماع المسلمين ,True,0.007633935801913548,1.0,2.642563819885254,
MarBERTv2,67,حكم القضاء في الإسلام:,ب, ب: القضاء واجب على الكفاية بإجماع العلماء ,True,0.006883858510498897,1.0,2.6643857955932617,
MarBERTv2,68,حكم المظالم:,ب, ب: المظالم محرمة بإجماع المسلمين ,True,0.008377152169377823,1.0,2.547959804534912,
MarBERTv2,69,حكم أخذ مال المسلم بغير حق:,ب, ب: أخذ مال المسلم محرم بإجماع المسلمين ,True,0.007313425995364251,1.0,2.6191318035125732,
MarBERTv2,70,حكم المهر في النكاح:,ب, ب: المهر واجب بإجماع العلماء ,True,0.0092991042878441,1.0,2.731844425201416,
MarBERTv2,71,حكم الصداق (الهبة من الرجل لزوجته):,ب, ب: الصداق جائز ومستحب بإجماع العلماء ,True,0.007633935801913548,1.0,3.202211856842041,
MarBERTv2,72,حكم الإعسار في الدين:,ب, ب: ينظر المعسر بإجماع العلماء ,True,0.009048295247234425,1.0,2.214998722076416,
MarBERTv2,73,حكم الإفلاس:,ب, ب: يعلن إفلاسه بإجماع العلماء ,True,0.009048295247234425,1.0,2.688138246536255,
MarBERTv2,74,حكم التفليس:,ب, الخيار الصحيح هو: أ: التفليس محرم بإجماع العلماء ,False,0.006065997938636506,0.0,2.850900173187256,
MarBERTv2,75,حكم الكفالة:,ب, ب: الكفالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,2.327547073364258,
MarBERTv2,76,حكم الضمان:,ب, ب: الضمان جائز بإجماع العلماء ,True,0.009048295247234425,1.0,2.2942252159118652,
MarBERTv2,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب, الإجابة الصحيحة هي: أ: الإيلاء محرم بإجماع العلماء ,False,0.005869389976559867,0.0,3.8779187202453613,
MarBERTv2,78,حكم الظهار:,ب, ب: الظهار محرم بإجماع العلماء ,True,0.009048295247234425,1.0,2.9850120544433594,
MarBERTv2,79,حكم اللعان:,ب, ب: اللعان مشروع عند التهمة بالزنا ,True,0.008176856499690712,1.0,2.6692779064178467,
MarBERTv2,80,حكم الخلع:,ب, ب: الخلع جائز بإجماع العلماء ,True,0.0092991042878441,1.0,2.2419826984405518,
MarBERTv2,81,حكم الطلاق:,ب, ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء ,True,0.006389329974674238,1.0,3.2617905139923096,
MarBERTv2,82,حكم الرجعة بعد الطلاق:,ب, ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء ,True,0.00616976802746866,1.0,1.801086187362671,
MarBERTv2,83,حكم العدة بعد الطلاق:,ب, ب: العدة واجبة بإجماع العلماء ,True,0.009048295247234425,1.0,2.4355835914611816,
MarBERTv2,84,حكم النفقة بعد الطلاق:,ب, ب: النفقة واجبة في العدة بإجماع العلماء ,True,0.0071638813215387015,1.0,2.968022346496582,
MarBERTv2,85,حكم الحضانة بعد الطلاق:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,1.234919548034668,
MarBERTv2,86,حكم الوصية للوارث:,ب, ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة ,True,0.005203424609196104,1.0,3.4861483573913574,
MarBERTv2,87,حكم وجوب صلاة الوتر:,ب, ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء ,True,0.006883858510498897,1.0,2.6832590103149414,
MarBERTv2,88,حكم ذبح غير المسلم للحيوان المأكول:,ب, ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء ,True,0.0044608951829991,1.0,4.357601165771484,
MarBERTv2,89,حكم من سب الله أو رسوله:,ب, ب: هو كافر مرتد بإجماع العلماء ,True,0.008811835296733616,1.0,3.0589170455932617,
MarBERTv2,90,حكم اللعان بين الزوجين:,ب, ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا ,True,0.006065997938636506,1.0,2.901294469833374,
MarBERTv2,91,حكم المباهلة في الدين:,ب, أ: المباهلة محرمة بإجماع العلماء ,False,0.008377152169377823,0.0,2.553589105606079,
MarBERTv2,92,حكم الرضاع المحرم للنكاح:,ب, ب: الرضاع يحرم النكاح بإجماع العلماء ,True,0.007633935801913548,1.0,3.499549388885498,
MarBERTv2,93,حكم الحضانة للأطفال:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,2.6705682277679443,
MarBERTv2,94,حكم الدعاء على الظالم:,ب, أ: الدعاء على الظالم محرم بإجماع العلماء ,False,0.00702083472657119,0.0,2.55202579498291,
MarBERTv2,95,حكم مصافحة الرجل للمرأة الأجنبية:,ب, ب: المصافحة محرمة بإجماع العلماء ,True,0.008377152169377823,1.0,2.272294759750366,
MarBERTv2,96,حكم صلاة الكسوف والخسوف:,ب, ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء ,True,0.0071638813215387015,1.0,2.8688454627990723,
MarBERTv2,97,حكم بيع العربون:,ب, ب: بيع العربون جائز عند جمهور العلماء ,True,0.007469938459592591,1.0,2.97597336769104,
MarBERTv2,98,حكم إعارة السلاح في الفتنة:,ب, ب: إعارة السلاح محرمة بإجماع العلماء ,True,0.007633935801913548,1.0,2.3779735565185547,
MarBERTv2,99,حكم الوفاء بالكفارات:,ب, ب: الوفاء بالكفارات واجب بإجماع العلماء ,True,0.0071638813215387015,1.0,3.1428041458129883,
MarBERTv2,100,حكم الوفاء بالنذر المباح:,ب, ب: الوفاء بالنذر واجب بإجماع العلماء ,True,0.007633935801913548,1.0,3.045388698577881,
MarBERTv2,101,خيار المجلس عند المالكية:,ب, الخيار الصحيح هو: أ: خيار المجلس ثابت للمتبايعين ما لم يتفرقا. ,False,0.004927759737904597,0.0,3.4294002056121826,
MarBERTv2,102,بيع الغرر اليسير في المذهب المالكي:,ب, ب: بيع الغرر اليسير معفو عنه ولا يؤثر في صحة العقد ,True,0.005869389976559867,1.0,3.227083444595337,
MarBERTv2,103,من شروط صحة الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,2.7305800914764404,
MarBERTv2,104,يبدأ الإحرام للحج من:,أ, الإجابة الصحيحة هي: أ: المواقيت المكانية ,True,0.00702083472657119,1.0,2.7624480724334717,
MarBERTv2,105,من محظورات الإحرام:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,2.2348670959472656,
MarBERTv2,106,الطواف حول الكعبة يكون:,ب, ب: عكس اتجاه عقارب الساعة ,True,0.01015265650850611,1.0,2.2372610569000244,
MarBERTv2,107,عدد أشواط السعي بين الصفا والمروة:,أ, الجواب: الخيار الصحيح هو (أ) سبعة أشواط. ,False,0.00702083472657119,0.0,3.7466742992401123,
MarBERTv2,108,الوقوف بعرفة يكون في اليوم:,ب, ب: التاسع من ذي الحجة ,True,0.011603982212675388,1.0,2.210681438446045,
MarBERTv2,109,رمي الجمرات يبدأ في:,ب, ب: يوم النحر ,True,0.01758542189440898,1.0,2.5354011058807373,
MarBERTv2,110,طواف الإفاضة من:,ب," السؤال: طواف الإفاضة من:

الخيارات:
أ: واجبات الحج
ب: أركان الحج
ج: سنن الحج

الإجابة الصحيحة هي: ب: أركان الحج ",False,0.003040467703296853,0.0,4.279079914093018,
MarBERTv2,111,من أركان العمرة:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,2.0932910442352295,
MarBERTv2,112,متى يجوز التمتع بالعمرة إلى الحج؟,أ, الخيار الصحيح هو: أ: في أشهر الحج ,False,0.008176856499690712,0.0,3.2806203365325928,
MarBERTv2,113,من شروط طواف الإفاضة:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,2.812201738357544,
MarBERTv2,114,المبيت بمزدلفة ليلة النحر:,ب, ب: واجب من واجبات الحج ,False,0.011199617145528714,0.0,3.24881911277771,
MarBERTv2,115,أنواع النسك في الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,2.255610227584839,
MarBERTv2,116,الهدي واجب على:,أ, الجواب: أ: المتمتع والقارن ,True,0.009849574084214482,1.0,1.9669570922851562,
MarBERTv2,117,من محظورات الإحرام للمرأة:,ج, ج: كلاهما ,True,0.021598265052211615,1.0,2.676461696624756,
MarBERTv2,118,حكم التحلل من الإحرام قبل إتمام النسك:,ب, ب: جائز بشرط الاشتراط عند الإحرام ,True,0.008176856499690712,1.0,3.483182907104492,
MarBERTv2,119,طواف الوداع:,ب, ب: واجب إلا على الحائض والنفساء ,True,0.008588486560503192,1.0,2.907904863357544,
MarBERTv2,120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,أ, الجواب الصحيح هو: أ: جائز ,True,0.01015265650850611,1.0,3.2163968086242676,
MarBERTv2,121,من أسباب وجوب دم الفدية:,ج, ج ,True,0.07249749990681824,1.0,1.83725905418396,
MarBERTv2,122,العمرة في رمضان:,أ, أ: تعدل حجة ,True,0.018724372764461875,1.0,2.276761770248413,
MarBERTv2,123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: زوال الشمس ,True,0.008588486560503192,1.0,3.658841848373413,
MarBERTv2,124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: عندما يصير ظل كل شيء مثله ,True,0.006277466950757328,1.0,3.1823816299438477,
MarBERTv2,125,وقت صلاة المغرب حسب المذهب المالكي:,ج, الخيار الصحيح هو: أ: من غروب الشمس إلى مغيب الشفق الأحمر ,False,0.0,0.0,4.005558967590332,
MarBERTv2,126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,ب, ب: مغيب الشفق الأحمر ,True,0.012042033681462784,1.0,3.5496938228607178,
MarBERTv2,127,من نواقض الوضوء في المذهب المالكي:,ب, الإجابة الصحيحة هي: أ و ب ,True,0.01015265650850611,1.0,3.555699586868286,
MarBERTv2,128,من شروط صحة صلاة الجمعة في المذهب المالكي:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.2944741249084473,
MarBERTv2,129,ينتقض الوضوء في المذهب المالكي بـ:,د, الجواب: د ,False,0.021598265052211615,0.0,3.2129197120666504,
MarBERTv2,130,الخطبة في صلاة الجمعة حسب المذهب المالكي:,أ," السؤال: حكم القبلة للصائم في المذهب المالكي
الجواب: القبلة للصائم في المذهب المالكي تكره لمن تحرك شهوته

السؤال: الخطبة في صلاة الجمعة حسب المذهب المالكي:
الخيارات:
أ: شرط من شروط صحتها ",True,0.0019716815881455105,1.0,6.166799068450928,
MarBERTv2,131,النوم الثقيل المستغرق في المذهب المالكي:,أ, الجواب الصحيح هو: أ: ينقض الوضوء مطلقاً ,True,0.0071638813215387015,1.0,3.6038663387298584,
MarBERTv2,132,وقت الضرورة لصلاة العصر حسب المذهب المالكي:,ب, ب: ليس له وقت ضرورة في المشهور ,True,0.008811835296733616,1.0,3.5570027828216553,
MarBERTv2,133,أركان الإسلام عددها:,أ, الجواب: الخيار الصحيح هو (أ) خمسة. ,False,0.007986728673290205,0.0,2.4689364433288574,
MarBERTv2,134,أي من التالي ليس من أركان الإيمان:,ج, ج: الحج لمن استطاع إليه سبيلا ,True,0.009048295247234425,1.0,3.112201452255249,
MarBERTv2,135,الإحسان في الإسلام يعني:,أ, الإجابة الصحيحة هي: أ: أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك. ,True,0.004309369973332364,1.0,3.9409286975860596,
MarBERTv2,136,الفرق الأساسي بين الزكاة والصدقة أن:,ب, ب: الزكاة فريضة والصدقة تطوعية ,True,0.008811835296733616,1.0,2.5718207359313965,
MarBERTv2,137,أجر صيام يوم عرفة للحاج:,ب, ب: لا يُسن للحاج صيام يوم عرفة ,False,0.008811835296733616,0.0,3.5528879165649414,
MarBERTv2,138,أجر صيام يوم عاشوراء:,ب, ب: يكفر السنة التي قبله فقط ,True,0.009565665109256835,1.0,2.9555861949920654,
MarBERTv2,139,ليلة القدر هي:,أ, الإجابة الصحيحة هي: أ: ليلة من العشر الأواخر من رمضان ,True,0.005598996258250374,1.0,2.756660223007202,
MarBERTv2,140,القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:,أ, أ: القهقهة تبطل الصلاة ولا تنقض الوضوء ,True,0.007313425995364251,1.0,4.47787880897522,
Multilingual-E5,1,حكم الطهارة لمن أراد أداء الصلاة:,أ, الجواب الصحيح هو: أ: واجبة بإجماع المسلمين ,True,0.0067525623389387635,1.0,5.03216290473938,
Multilingual-E5,2,ما هو حكم الوضوء بفضل وضوء مسلم آخر:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,2.6353588104248047,
Multilingual-E5,3,حكم وضوء الرجل والمرأة معاً في إناء واحد:,ج, ج: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.2623133659362793,
Multilingual-E5,4,حكم ماء البحر للوضوء:,أ, الجواب: أ: طهور بإجماع العلماء ,True,0.008811835296733616,1.0,3.7377021312713623,
Multilingual-E5,5,حكم الوضوء بالمائعات غير الماء:,ب, ب: لا يجوز بإجماع العلماء (عدا النبيذ محل خلاف) ,True,0.00616976802746866,1.0,3.378748655319214,
Multilingual-E5,6,حكم الاستنجاء بالماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.4913570880889893,
Multilingual-E5,7,حكم الاستجمار بالأحجار:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.529939651489258,
Multilingual-E5,8,حكم الجمع بين الاستجمار والاستنجاء بالماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.4970862865448,
Multilingual-E5,9,حكم الاستجمار بغير الحجارة:,ب, ب: جائز بالطاهر المنقي ما لم يكن طعاماً ,True,0.0071638813215387015,1.0,4.126283645629883,
Multilingual-E5,10,حكم الاستجمار مع وجود الماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,3.1989874839782715,
Multilingual-E5,11,حكم الاستنجاء باليد اليمنى:,ب, ب: منهي عنه بإجماع العلماء ,True,0.009849574084214482,1.0,3.4667534828186035,
Multilingual-E5,12,حكم السواك عند الصلاة:,ب, ب: مستحب ومشروع بإجماع العلماء ,True,0.008811835296733616,1.0,3.3432743549346924,
Multilingual-E5,13,حكم الختان للرجال:,ب, ب: من سنن الإسلام ومشروع بإجماع العلماء ,True,0.0071638813215387015,1.0,3.194944143295288,
Multilingual-E5,14,حكم التثليث في الوضوء:,ب, ب: غير واجب بإجماع العلماء ,True,0.009849574084214482,1.0,3.1735522747039795,
Multilingual-E5,15,ما هو حكم استقبال القبلة في الصلاة:,ب, ب: واجب بإجماع العلماء ,True,0.011199617145528714,1.0,3.1352791786193848,
Multilingual-E5,16,حكم الطهارة للصلاة:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,3.064979314804077,
Multilingual-E5,17,حكم قراءة الفاتحة في الصلاة:,ب, ب: واجبة بإجماع العلماء ,True,0.010825057921671676,1.0,3.9655725955963135,
Multilingual-E5,18,حكم الزكاة في الإسلام:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,3.1221489906311035,
Multilingual-E5,19,حكم التيمم عند عدم وجود الماء:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.0142693519592285,
Multilingual-E5,20,حكم المسح على الخفين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.1944022178649902,
Multilingual-E5,21,حكم الصلاة على الميت:,ب, ب: فرض كفاية بإجماع العلماء ,True,0.009565665109256835,1.0,3.191223382949829,
Multilingual-E5,22,حكم سجود السهو:,ب, الجواب: ج: سنة مؤكدة ,False,0.012042033681462784,0.0,4.809160470962524,
Multilingual-E5,23,حكم صلاة الجمعة على الرجال:,ب, ب: فرض عين بإجماع العلماء ,True,0.01015265650850611,1.0,5.47352933883667,
Multilingual-E5,24,حكم صلاة العيدين:,ب, ب: سنة مؤكدة عند جمهور العلماء ,True,0.008811835296733616,1.0,3.1034445762634277,
Multilingual-E5,25,حكم العمرة في العمر:,ب, الجواب: ب: واجبة مرة واحدة بإجماع العلماء ,True,0.006883858510498897,1.0,3.035659074783325,
Multilingual-E5,26,حكم صلاة التراويح:,ب, ب: سنة مؤكدة بإجماع العلماء ,True,0.009565665109256835,1.0,2.9826059341430664,
Multilingual-E5,27,حكم البيع بشرط الخيار:,ب, الجواب: ب: جائز بإجماع العلماء ,True,0.008811835296733616,1.0,2.9421298503875732,
Multilingual-E5,28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.9738612174987793,
Multilingual-E5,29,حكم بيع الفضة بالفضة متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,5.360299587249756,
Multilingual-E5,30,حكم بيع الطعام بالطعام متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,4.2730629444122314,
Multilingual-E5,31,حكم بيع العربون:,ب, الجواب: ج: مكروه عند الجمهور ,False,0.0092991042878441,0.0,4.596240520477295,
Multilingual-E5,32,حكم الشفعة في العقار:,ب, ب: ثابتة بإجماع العلماء ,True,0.010825057921671676,1.0,3.605112314224243,
Multilingual-E5,33,حكم الوقف في الإسلام:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,3.5483245849609375,
Multilingual-E5,34,حكم الهبة:,ب, الجواب: ب: جائزة ومستحبة بإجماع العلماء ,True,0.0071638813215387015,1.0,3.8602349758148193,
Multilingual-E5,35,حكم العارية:,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,2.53989315032959,
Multilingual-E5,36,حكم إعارة السلاح في الفتنة:,ب, ب: محرمة بإجماع العلماء ,True,0.010825057921671676,1.0,3.713514804840088,
Multilingual-E5,37,حكم الوديعة (حفظ المال):,ب, ب: جائزة وواجبة عند الجمهور ,True,0.009565665109256835,1.0,2.820786952972412,
Multilingual-E5,38,حكم الوكالة:,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,2.629909038543701,
Multilingual-E5,39,حكم المضاربة (شركة بين مال وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.1483943462371826,
Multilingual-E5,40,حكم المساقاة (شركة بين شجر وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.0005483627319336,
Multilingual-E5,41,حكم المزارعة (شركة بين أرض وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,2.438610315322876,
Multilingual-E5,42,حكم الصلح بين الخصوم:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,2.572239398956299,
Multilingual-E5,43,حكم الإبراء من الدين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,2.529714584350586,
Multilingual-E5,44,حكم إجارة العين لمالكها:,ب, ب: جائزة عند جمهور العلماء ,True,0.009849574084214482,1.0,2.5594165325164795,
Multilingual-E5,45,حكم الإجارة على الأعمال المحرمة:,ب, ب: باطلة ومحرمة بإجماع العلماء ,True,0.008811835296733616,1.0,3.196263313293457,
Multilingual-E5,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب, أ: محرمة بإجماع العلماء ,False,0.010825057921671676,0.0,2.487514019012451,
Multilingual-E5,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.2200236320495605,
Multilingual-E5,48,حكم السبق (الجائزة) في المسابقات:,ب, ب: جائز في الخيل والإبل والسهام بإجماع العلماء ,True,0.006277466950757328,1.0,3.3209686279296875,
Multilingual-E5,49,حكم الرهن:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.7264928817749023,
Multilingual-E5,50,حكم الكفالة والضمان:,ب, ب: الكفالة والضمان جائزان بإجماع العلماء ,True,0.00702083472657119,1.0,2.878495931625366,
Multilingual-E5,51,حكم الحوالة:,ب, ب: الحوالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,3.0917856693267822,
Multilingual-E5,52,حكم الأيمان:,ب, ب: الأيمان جائزة بالله وصفاته ,True,0.009048295247234425,1.0,3.4191737174987793,
Multilingual-E5,53,حكم الصيد بالكلب المعلم:,ب, ب: الصيد بالكلب المعلم جائز بإجماع العلماء ,True,0.0067525623389387635,1.0,3.911527633666992,
Multilingual-E5,54,حكم الذبائح:,ب, ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله ,True,0.0056860862169080505,1.0,2.884432554244995,
Multilingual-E5,55,حكم الصيد بالجوارح (غير الكلب):,ب, ب: الصيد بالجوارح (غير الكلب) جائز بإجماع العلماء ,True,0.005965939103175657,1.0,4.0522141456604,
Multilingual-E5,56,حكم الأضحية:,ب, ج: الأضحية فرض كفاية ,False,0.0,0.0,3.1931841373443604,
Multilingual-E5,57,حكم العقيقة عن المولود:,ب, ب: العقيقة سنة مؤكدة بإجماع العلماء ,True,0.007805988703535686,1.0,3.8623785972595215,
Multilingual-E5,58,حكم الجهاد في سبيل الله:,ب, ب: الجهاد فرض كفاية بإجماع العلماء ,True,0.007986728673290205,1.0,2.9690775871276855,
Multilingual-E5,59,حكم قتال المرتد:,ب, ب: قتال المرتد واجب بإجماع العلماء ,True,0.007986728673290205,1.0,3.1206092834472656,
Multilingual-E5,60,حكم قتال البغاة:,ب, ب: قتال البغاة واجب بإجماع العلماء ,True,0.007986728673290205,1.0,2.54181170463562,
Multilingual-E5,61,حكم قتال أهل الذمة:,ب, ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد ,True,0.005354194904142114,1.0,3.7653164863586426,
Multilingual-E5,62,حكم الجزية:,ب, ب: الجزية واجبة على أهل الكتاب بإجماع العلماء ,True,0.006389329974674238,1.0,3.363258123397827,
Multilingual-E5,63,حكم الرق (العبودية):,ب, ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء ,True,0.005869389976559867,1.0,3.871952533721924,
Multilingual-E5,64,حكم العتق:,ب, ج: العتق مكروه عند الجمهور ,False,0.0,0.0,3.014676570892334,
Multilingual-E5,65,حكم الولاء:,ب, ب: الولاء للمسلم على المسلم واجب بإجماع العلماء ,True,0.00616976802746866,1.0,3.419757604598999,
Multilingual-E5,66,حكم شهادة الزور:,ب, ب: شهادة الزور محرمة بإجماع المسلمين ,True,0.007633935801913548,1.0,3.1218037605285645,
Multilingual-E5,67,حكم القضاء في الإسلام:,ب, ب: القضاء واجب على الكفاية بإجماع العلماء ,True,0.006883858510498897,1.0,3.162855863571167,
Multilingual-E5,68,حكم المظالم:,ب, ب: المظالم محرمة بإجماع المسلمين ,True,0.008377152169377823,1.0,2.690943479537964,
Multilingual-E5,69,حكم أخذ مال المسلم بغير حق:,ب, ب: أخذ مال المسلم محرم بإجماع المسلمين ,True,0.007313425995364251,1.0,4.28706955909729,
Multilingual-E5,70,حكم المهر في النكاح:,ب, ب: المهر واجب بإجماع العلماء ,True,0.0092991042878441,1.0,3.374969720840454,
Multilingual-E5,71,حكم الصداق (الهبة من الرجل لزوجته):,ب, ب: الصداق جائز ومستحب بإجماع العلماء ,True,0.007633935801913548,1.0,3.806281089782715,
Multilingual-E5,72,حكم الإعسار في الدين:,ب, ب: ينظر المعسر بإجماع العلماء ,True,0.009048295247234425,1.0,2.6040596961975098,
Multilingual-E5,73,حكم الإفلاس:,ب, ب: يعلن إفلاسه بإجماع العلماء ,True,0.009048295247234425,1.0,3.3080742359161377,
Multilingual-E5,74,حكم التفليس:,ب, الخيار الصحيح هو: أ: التفليس محرم بإجماع العلماء ,False,0.006065997938636506,0.0,2.847956895828247,
Multilingual-E5,75,حكم الكفالة:,ب, ب: الكفالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,2.9910550117492676,
Multilingual-E5,76,حكم الضمان:,ب, ب: الضمان جائز بإجماع العلماء ,True,0.009048295247234425,1.0,3.030160665512085,
