question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
80,حكم الخلع:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: الخلع محرم بإجماع العلماء

في الفقه المالكي، الخلع (الزواج من نفس الشخص بعد طلاقه) محرم ويعتبر مكروها عند الجمهور.",False,5.2504072189331055,
81,حكم الطلاق:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء

في الفقه المالكي، يعتبر الطلاق جائزاً إذا كان هناك سبب شرعي لذلك، مثل النكاح غير الشرعي أو الكفر أو الردة عن الإسلام. ولكن يجب أن يكون الطلاق متوافقاً مع الشريعة الإسلامية والقوانين والشروط الشرعية.",True,8.336165189743042,
82,حكم الرجعة بعد الطلاق:,ب,"كما خبير في الفقه المالكي، الأجابة الصحيحة هي:

ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء

في الفقه المالكي، يعتبر الطلاق الرجعي (الرجعة) جائزًا في حالة أن الزوجين لم يتفقوا على شروط الطلاق أو أن هناك عيب في الطلاق، فلا يعد الطلاق صحيحًا. ولهذا، يمكن للزوجة أن تطلب الرجعة لاستعادة زواجها الأصلي.",True,9.386387825012207,
83,حكم العدة بعد الطلاق:,ب,"I'm happy to help!

According to Maliki fiqh, the correct answer is:

ب: العدة واجبة بإجماع العلماء

In Maliki school of thought, the waiting period (idda) after divorce is considered obligatory by consensus among scholars. This means that a woman must wait for a certain period before marrying again, as specified in Islamic law.",True,5.915505647659302,
84,حكم النفقة بعد الطلاق:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: النفقة واجبة في العدة بإجماع العلماء

في الفقه المالكي، النفقة بعد الطلاق واجبة في عدة months (عشرة أشهر) لضمان حقوق الزوجة والطفل. هذا هو الإجماع بين العلماء المالكية.",True,6.912025213241577,
85,حكم الحضانة بعد الطلاق:,ب,"I'm happy to help!

According to Maliki fiqh, the correct answer is:

ب: الحضانة واجبة بإجماع العلماء

In Maliki school of thought, the right of custody (hizanah) after divorce is considered obligatory (wajib) by consensus among scholars.",True,5.124277830123901,
86,حكم الوصية للوارث:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة

في الفقه المالكي، يعتبر الوصية للوارث محرماً لأنها تتعارض مع مبدأ ""العدل"" الذي يفترض أن كل وريث يمتلك حصة متساوية من الميراث. إلا إذا كان هناك إذن من باقي الورثة، فيمكن أن تكون الوصية للوارث مستحبةً.",False,10.076088190078735,
87,حكم وجوب صلاة الوتر:,ب,"ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء

(According to Maliki fiqh, the correct answer is B: Witr prayer is a confirmed Sunnah among the majority of scholars.)",True,3.996929407119751,
88,حكم ذبح غير المسلم للحيوان المأكول:,ب,"ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء

(According to Maliki fiqh, the slaughter of a non-Muslim animal is considered haram (forbidden) unless it is done by People of the Book (Ahl al-Kitab), such as Jews and Christians, under certain conditions accepted by the majority of scholars.)",True,6.801724433898926,
89,حكم من سب الله أو رسوله:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: هو كافر مرتد بإجماع العلماء

في الفقه المالكي، من سب الله أو رسوله يعد كفراً مراداً بإجماع العلماء.",True,5.033024311065674,
90,حكم اللعان بين الزوجين:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة.

الإجابة: ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا

في الفقه المالكي، يعتبر اللعان (الطلاق) بسبب التهمة بالزنا من أنواع الطلاقيات الشرعية، ويถกله العلماء فيما بينهم. وبالتالي، فإن الخيار الصحيح هو ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا.",True,8.655579090118408,
91,حكم المباهلة في الدين:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: المباهلة جائزة بإجماع العلماء عند الحاجة

في الفقه المالكي، المباهلة (المباراة) هي العملية التي يتم فيها تكرار نفس العمل أو الشيء لتحقيق هدف معين، مثل تكرار الصلاة أو تكرار القراءة من القرآن. ويถกله العلماء فيما إذا كانت المباهلة جائزة أم مكروهة.

وفقاً dla المالكي، المباهلة جائزة عند الحاجة، أي عندما يكون هناك ضرورة لتحقيق هدف معين، مثل تكرار الصلاة لزيادة الإيمان أو تكرار القراءة من القرآن لزيادة العلم. ولكن يجب أن يتم ذلك وفقاً dla الشروط والضوابط التي وضعها الفقهاء المالكية.

لذلك، الخيار الصحيح هو ب: المباهلة جائزة بإجماع العلماء عند الحاجة.",True,16.320833921432495,
92,حكم الرضاع المحرم للنكاح:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: الرضاع يحرم النكاح بإجماع العلماء

في الفقه المالكي، يعتبر الرضاع المحرم للنكاح، أي أن الرضاعة التي حدثت بين الوالد والطفل أو بين الزوجين لا يجوز نكاحهما بعد ذلك. هذا هو الإجماع عند العلماء في المذهب المالكي.",True,8.335627317428589,
93,حكم الحضانة للأطفال:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: الحضانة واجبة بإجماع العلماء

في الفقه المالكي، يعتبرت الحضانة واجبةً من حيث النظرية والفهم، فلا توجد أي خلاف بين العلماء في وجوبها على الأبوين.",True,6.404323577880859,
94,حكم الدعاء على الظالم:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: الدعاء على الظلم جائز بإجماع العلماء

في الفقه المالكي، يرى مالك بن أنس وغيره من العلماء أن الدعاء على الظلم جائز، PROVIDED THAT THE INTENTION BEHIND THE DU'AA IS TO SEEK JUSTICE AND PROTECT THE RIGHTFUL OWNER, NOT TO HARM OR INJURE THE OPPRESSOR.",False,8.258007764816284,
95,حكم مصافحة الرجل للمرأة الأجنبية:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ج: المصافحة مكروهة عند الجمهور

في الفقه المالكي، المصافحة بين الرجل والمرأة الأجنبية مكروهة ولا يجوزها، لأنها تتعارض مع الحياء والاحتشام.",False,6.264723300933838,
96,حكم صلاة الكسوف والخسوف:,ب,"I'm happy to help!

According to Maliki fiqh, the correct answer is:

ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء

In other words, the solar eclipse prayer (Salat al-Kusuf) is a confirmed Sunnah (recommended practice) agreed upon by the majority of scholars.",True,5.67040753364563,
97,حكم بيع العربون:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: بيع العربون محرم بإجماع العلماء

في الفقه المالكي، يعتبر بيع العربون (بيعthing that is not in one's possession) محرماً من قبل جمهور العلماء.",False,5.74318265914917,
98,حكم إعارة السلاح في الفتنة:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: إعارة السلاح محرمة بإجماع العلماء

في الفقه المالكي، يعتبر إعارة السلاح في الفتنة محرماً من قبل العلماء، لأنها تتعارض مع مبدأ السلامة والسلام في المجتمع.",False,6.88628625869751,
99,حكم الوفاء بالكفارات:,ب,"I'm a Maliki expert!

The correct answer is:

ب: الوفاء بالكفارات واجب بإجماع العلماء

In the Maliki school of thought, it is considered obligatory (wajib) to pay kaffarah (expiation) for certain sins, such as breaking one's fast during Ramadan or having sexual relations with someone who is not one's spouse. This is based on the consensus of the scholars (ijma' al-umma).",True,7.373250722885132,
100,حكم الوفاء بالنذر المباح:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: الوفاء بالنذر مستحب فقط

في الفقه المالكي، النذر هو التزام بالنية دون أن يكون هناك تعهد أو وعد صريح. فوفاء النذر المباح مستحب فقط، ولا يوجب عليه إلا الإخلاص والكفاية. ولايوجد إجماع العلماء على وجوب الوفاء بالنذر المباح في الفقه المالكي.",True,8.37465238571167,
101,خيار المجلس عند المالكية:,ب,"كما هو معروف في الفقه المالكي، الخيار الصحيح هو:

ب: خيار المجلس لا يثبت، والعقد يلزم بالإيجاب والقبول

في الفقه المالكي، خيار المجلس (أو خيار النية) هو أن العقد يلزم فقط بالإيجاب والقبول، ولا يثبت إلا إذا تمت الإيجاب والقبول من قبل الطرفين. Therefore, the correct answer is option ب: خيار المجلس لا يثبت، والعقد يلزم بالإيجاب والقبول.",True,9.438454151153564,
102,بيع الغرر اليسير في المذهب المالكي:,ب,"I'm happy to help!

According to Maliki fiqh, the correct answer is:

ب: بيع الغرر اليسير معفو عنه ولا يؤثر في صحة العقد

In Maliki school of thought, a small defect (الغرر اليسير) in the sold item does not render the sale invalid. The buyer and seller can still agree on the price and complete the transaction, as long as the defect is minor and does not affect the essential characteristics of the item.",True,8.194716453552246,
103,من شروط صحة الحج:,د,"I'm happy to help!

According to Maliki fiqh, the correct answer is:

د: جميع ما سبق

In other words, all of the above (الاستطاعة, العقل, الإسلام) are conditions for the validity of Hajj. A person must have the ability ( الاستطاعة ) to perform Hajj, be sane ( العقل ), and be a Muslim ( الإسلام ).",False,6.361141920089722,
104,يبدأ الإحرام للحج من:,أ,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: المواقيت المكانية

في الفقه المالكي، يبدأ الإحرام للحج من المواقيت المكانية، التي هي الأماكن المحددة لبداية الحج، مثل مكة المكرمة والمنى والمزدلفة.",False,6.2875611782073975,
105,من محظورات الإحرام:,د,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: د: جميع ما سبق

في الفقه المالكي، محظورات الإحرام هي كل ما يمنع من لبس المخيط للرجال، وتغطية الرأس للرجال، وقص الأظافر. quindi، الخيار الصحيح هو د: جميع ما سبق.",False,6.914512395858765,
106,الطواف حول الكعبة يكون:,ب,"كما خبير في الفقه المالكي، الأجابة الصحيحة هي:

ب: عكس اتجاه عقارب الساعة

في الفقه المالكي، الطواف حول الكعبة يجب أن يكون في اتجاه معاكس لاتجاه عقارب الساعة، أي من الشرق إلى الغرب.",True,6.481329441070557,
107,عدد أشواط السعي بين الصفا والمروة:,أ,"كما خبير في الفقه المالكي، الأجابة الصحيحة هي:

أ: سبعة أشواط

توجد هذه المعلومات في كتب الفقهاء المالكين مثل ""الهداية"" لابن حزم وغيرها.",False,6.447728633880615,
108,الوقوف بعرفة يكون في اليوم:,ب,"كما هو معلوم في الفقه المالكي، الوقوف بعرفة يكون في اليوم:

ب: التاسع من ذي الحجة

(مصدر: كتاب ""الفتاوى"" لابن حزم الأندلسي)",True,4.415024280548096,
109,رمي الجمرات يبدأ في:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ج: أيام التشريق

في الفقه المالكي، يبدأ رمي الجمرات في اليوم الثالث من أيام التشريق (10 ذو الحجة)، كما هو وارد في كتاب ""المغني"" لابن حزم الأندلسي.",True,6.023211717605591,
110,طواف الإفاضة من:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: واجبات الحج

(طواف الإفاضة) هو واحد من واجبات الحج، ويقوم به المكلّف بعد أن يغتسل من جنب واحد ثم يغتسل من الجنب الآخر.",True,5.900232791900635,
111,من أركان العمرة:,د,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: د: جميع ما سبق

ففي الفقه المالكي، أركان العمرة هي ثلاثة:

1. الطواف (أ)
2. السعي (ب)
3. الإحرام (ج)

لذلك، الخيار الصحيح هو د: جميع ما سبق.",False,6.367193222045898,
112,متى يجوز التمتع بالعمرة إلى الحج؟,أ,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: في أي وقت من السنة

وفقاً dla المالكية، يجوز التمتع بالعمرة في أي وقت من السنة، ولا يوجد شروط معينة لذلك.",False,5.4155988693237305,
113,من شروط طواف الإفاضة:,د,"كما خبير في الفقه المالكي، أجيب السؤال مباشرة.

الإجابة: د: جميع ما سبق

ففي الفقه المالكي، شروط طواف الإفاضة هي الطهارة، ستر العورة، وجعل البيت عن يساره. quindi، الخيار الصحيح هو د: جميع ما سبق.",False,6.262711524963379,
114,المبيت بمزدلفة ليلة النحر:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: واجب من واجبات الحج

في الفقه المالكي، المبيت بمزدلفة ليلة النحر هو واجب من واجبات الحج، أي أن كل حاج يُوجب عليه أن يبيت بمزدلفة ليلة النحر، ولا يجوز له أن يخالف هذا الواجب.",True,7.799906015396118,
115,أنواع النسك في الحج:,د,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: د: جميع ما سبق

في الفقه المالكي، يعد النسك من أنواع العبادات التي يجب على المؤمنين الامتثال لها في الحج. ويتمثل النسك في ثلاثة أنواع:

1. التمتع (أ): وهو أن يمتلئ بالعبادة والخشوع أثناء الحج.
2. القران (ب): وهو أن يقرأ القرآن الكريم أثناء الحج.
3. الإفراد (ج): وهو أن يفرض نفسه على الله سبحانه وتعالى في الحج.

هذه الأنواع الثلاثة هي ما يسمى بالنسك في الفقه المالكي، ولهذا الخيار الصحيح هو د: جميع ما سبق.",False,13.581158876419067,
116,الهدي واجب على:,أ,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: المتمتع والقارن

في الفقه المالكي، الهدي واجب على المتمتع والقارن فقط، أي من يأتي مع الحاج إلى مكة، وليس واجباً على المفرد أو جميع الحجاج.",False,6.064359188079834,
117,من محظورات الإحرام للمرأة:,ج,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ج: كلاهما

في الفقه المالكي، يعتبر لبس النقاب والإحرام للمرأة محظوراً لأن النقاب هو جزء من بدنها، ولبس القفازين بالإضافة إلى النقاب فهو إحرام كامل لبدنها.",False,6.870754718780518,
118,حكم التحلل من الإحرام قبل إتمام النسك:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: جائز بشرط الاشتراط عند الإحرام

في الفقه المالكي، التحلل من الإحرام قبل إتمام النسك جائز بشرط أن يُشترط ذلك عند الإحرام، أي أن الشخص يجب أن يُشكل نيةً في الإحرام أن التحلل سيكون قبل إتمام النسك. إذا لم يكن هناك اشتراط عند الإحرام، فلا يجوز التحلل من الإحرام قبل إتمام النسك.",True,9.909580707550049,
119,طواف الوداع:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: واجب إلا على الحائض والنفساء

في الفقه المالكي، طواف الوداع هو فريضة لجميع الحجاج، باستثناء الحائض والنفساء اللتين يخلاصان عنهما.",False,5.962391138076782,
120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,أ,"ب: غير جائز

According to Maliki fiqh, it is not permissible to delay the Tawaaf al-Ifada (the farewell circumambulation) until after the days of Tashreeq. This is because the Prophet Muhammad (peace be upon him) performed his Tawaaf al-Ifada on the 10th day of Dhu al-Hijjah, and it is considered a Sunnah to follow his example. Delaying it would be contrary to this Sunnah and could be considered an innovation in worship.",False,8.263972759246826,
121,من أسباب وجوب دم الفدية:,ج,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ج: كلاهما

في الفقه المالكي، يوجب دم الفدية بسبب فعل محظور من محظورات الإحرام (أ) مثل قتل أو نهي عن النفس، بالإضافة إلى ترك واجب من واجبات الحج (ب) مثل عدم أداء الصلاة في وقتها المحدد.",True,7.609950542449951,
122,العمرة في رمضان:,أ,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: تعدل حجتين

في الفقه المالكي، العمرة في رمضان تعدل حجة واحدة فقط، ولا تعدل أكثر من ذلك. فالمالكية تتفق مع الشافعية والحنابلة في أن العمرة في رمضان تعدل حجة واحدة، بينما يرى الحنفية أنها لا تعدل شيئاً.",False,7.310238838195801,
123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,أ,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: زوال الشمس

في المذهب المالكي، وقت صلاة الظهر يبدأ من زوال الشمس، أي عندما تختف الشمس تماماً من النظر.",True,5.2221150398254395,
124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,أ,"كخبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: عندما يصير ظل كل شيء مثله

في المذهب المالكي، وقت صلاة العصر هو الوقت الذي يصير فيه ظل كل شيء مثله، أي عندما يصبح طول الظل مساويًا لطول الشخص.",False,6.403604030609131,
125,وقت صلاة المغرب حسب المذهب المالكي:,ج,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: من غروب الشمس إلى مغيب الشفق الأبيض

This is because the Maliki school considers the time for Maghrib prayer to be from the moment the sun sets below the horizon (ghurub al-shams) until the red twilight (shafaq ahmar) disappears.",False,6.883917808532715,
126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: مغيب الشفق الأحمر

في المذهب المالكي، يبدأ وقت صلاة العشاء من مغيب الشفق الأحمر، الذي هو الوقت عندما يغيب الشمس تماماً عن النظر.",True,5.795406103134155,
127,من نواقض الوضوء في المذهب المالكي:,ب,"كخبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: خروج الريح من الدبر

في المذهب المالكي، خروج الريح من الدبر هو واحد من نواقض الوضوء.",False,5.203550815582275,
128,من شروط صحة صلاة الجمعة في المذهب المالكي:,د,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

د: جميع ما سبق

In other words, all three conditions must be met for a Friday prayer (Salat al-Jumu'ah) to be considered valid in the Maliki school:

1. استيطان (establishment): The prayer must be performed in a designated place of worship, such as a mosque or something equivalent.
2. الجماعة (congregation): A minimum of 12 men (or more) must be present to form a congregation.
3. إقامتها في مسجد أو ما في حكمه (performance in a mosque or something equivalent): The prayer must be performed in a place that is considered a mosque or something equivalent, such as an open space or a designated area for worship.

So, the correct answer is ""د: جميع ما سبق"" (All of the above).",False,13.606141567230225,
129,ينتقض الوضوء في المذهب المالكي بـ:,د,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

أ: لمس المرأة بشهوة ولو بغير قصد

In other words, the wudu (ablution) is nullified in the Maliki school if a person touches a woman with desire or lust, even unintentionally.",False,6.122710227966309,
130,الخطبة في صلاة الجمعة حسب المذهب المالكي:,أ,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: شرط من شروط صحتها

في المذهب المالكي، الخطبة في صلاة الجمعة شرط من شروط صحتها، وليس ركناً منها أو واجبة قبل الصلاة.",False,5.6098620891571045,
131,النوم الثقيل المستغرق في المذهب المالكي:,أ,"كخبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ج: لا ينقض الوضوء مطلقاً

في المذهب المالكي، النوم الثقيل المستغرق لا يبطل وضوء الشخص، ما دام لم يكن هناك أي إساءة أو نية لترك الوضوء.",False,6.710889101028442,
132,وقت الضرورة لصلاة العصر حسب المذهب المالكي:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: من اصفرار الشمس إلى الغروب

في المذهب المالكي، وقت الضرورة لصلاة العصر هو من اصفرار الشمس إلى الغروب، أي أن الصلاة يجب أن تؤدى قبل الغروب.",True,6.236985206604004,
133,أركان الإسلام عددها:,أ,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: أربعة

ركن الإسلام هو ركن واحد، وهو الإيمان بالله والملائكة والكتاب والرسل واليوم الآخر. (مصدر: كتاب الهداية لابن حزم)",False,5.6201159954071045,
134,أي من التالي ليس من أركان الإيمان:,ج,"سiegel

الإجابة: ج: الحج لمن استطاع إليه سبيلا

(الحج ليس من أركان الإيمان، بل هو فعل عبادي)",True,3.7696988582611084,
135,الإحسان في الإسلام يعني:,أ,"I'm happy to help!

According to Maliki fiqh, the correct answer is:

أ: أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك

This hadith (Prophetic saying) emphasizes the importance of having a strong sense of God's presence and awareness in one's worship. It means that even if you don't physically see God, He sees you and is aware of your actions. This concept is central to Islamic spirituality and is often referred to as ""wahdat al-wujud"" or the unity of existence.",True,9.061309814453125,
136,الفرق الأساسي بين الزكاة والصدقة أن:,ب,"ب: الزكاة فريضة والصدقة تطوعية

(According to Maliki fiqh, zakat is an obligatory charity (fard) while sadaqah is a voluntary charity (nafil). The main difference between the two is that zakat is a specific percentage of one's wealth that must be given to the poor and needy, whereas sadaqah can take many forms and is not limited to a specific amount or type of giving.)",True,7.7835493087768555,
137,أجر صيام يوم عرفة للحاج:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: يكفر السنة التي قبله والسنة التي بعده

في الفقه المالكي، يُعتقد أن صيام يوم عرفة للحاج يكفر ذنوبهما (السنة التي قبله والسنة التي بعده) فقط.",False,6.202718496322632,
138,أجر صيام يوم عاشوراء:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: يكفر السنة التي قبله والسنة التي بعده

في الفقه المالكي، يعتبر صيام يوم عاشوراء من الأعمال الصالحة التي تكفر بها ذنوب السنة التي قبله والسنة التي بعده.",True,6.3693249225616455,
139,ليلة القدر هي:,أ,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: ليلة من العشر الأواخر من رمضان

في الفقه المالكي، ليلة القدر هي ليلة من العشر الأواخر من شهر رمضان، ولا يوجد اتفاق على أنها الليلة الأولى أو النصف من شعبان.",True,6.094439268112183,
140,القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:,أ,"كما خبير في الفقه المالكي، أجيب:

القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:

الخيار الصحيح: أ: القهقهة تبطل الصلاة ولا تنقض الوضوء

(مصدر: كتاب ""الفتاوى"" لابن حزم، كتاب ""الدر المختار"" لابن حجر)",False,7.819982051849365,
