question_id,question,options,correct_answer,model_answer,is_correct,response_time,error_message
126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,"أ: غروب الشمس
ب: مغيب الشفق الأحمر
ج: مغيب الشفق الأبيض",ب,ب: مغيب الشفق الأحمر,True,1.4195966720581055,
127,من نواقض الوضوء في المذهب المالكي:,"أ: خروج الريح من القبل
ب: خروج الريح من الدبر
ج: النوم الخفيف
د: لمس المرأة الأجنبية بدون شهوة",ب,ب: خروج الريح من الدبر,False,1.7803945541381836,
128,من شروط صحة صلاة الجمعة في المذهب المالكي:,"أ: الاستيطان
ب: الجماعة (12 رجلاً على الأقل)
ج: إقامتها في مسجد أو ما في حكمه
د: جميع ما سبق",د,د: جميع ما سبق,False,1.93422269821167,
129,ينتقض الوضوء في المذهب المالكي بـ:,"أ: لمس المرأة بشهوة ولو بغير قصد
ب: لمس المرأة مطلقاً
ج: مس الذكر بباطن الكف أو الأصابع
د: أ و ج",د,د: أ و ج,False,1.668133020401001,
130,الخطبة في صلاة الجمعة حسب المذهب المالكي:,"أ: شرط من شروط صحتها
ب: ركن من أركانها
ج: واجبة قبل الصلاة",أ,ج: واجبة قبل الصلاة,False,1.5941376686096191,
131,النوم الثقيل المستغرق في المذهب المالكي:,"أ: ينقض الوضوء مطلقاً
ب: ينقض الوضوء إذا كان مضطجعاً
ج: لا ينقض الوضوء مطلقاً",أ,ب: ينقض الوضوء إذا كان مضطجعاً,False,2.489637613296509,
132,وقت الضرورة لصلاة العصر حسب المذهب المالكي:,"أ: من اصفرار الشمس إلى الغروب
ب: ليس له وقت ضرورة في المشهور
ج: عند اشتداد المرض أو السفر",ب,"ب: ليس له وقت ضرورة في المشهور، لكن يُستحب تأخيرها عن وقتها الأصلي إذا كان هناك عذر مثل المرض الشديد أو السفر. ومع ذلك، لا يوجد ""وقت ضرورة"" محدد لصلاة العصر كما هو الحال مع الصلوات الأخرى عند وجود عذر شرعي حسب الفقه المالكي. ولكن يجب التنويه أن هذا ليس قاعدة ثابتة في جميع المدارس الفقهية الأخرى.

الإجابة الصحيحة من بين الخيارات المعطاة: ب",True,10.097958326339722,
133,أركان الإسلام عددها:,"أ: خمسة
ب: أربعة
ج: ستة",أ,أ: خمسة,True,1.0156917572021484,
134,أي من التالي ليس من أركان الإيمان:,"أ: الإيمان بالملائكة
ب: الإيمان بالكتب السماوية
ج: الحج لمن استطاع إليه سبيلا",ج,"ج: الحج لمن استطاع إليه سبيلا.

(حيث أن الحج، رغم كونه عبادة مهمة في الإسلام، إلا أنه ليس من أركان الإيمان الستة كما حددها أهل العلم.)",True,12.09659457206726,
135,الإحسان في الإسلام يعني:,"أ: أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك
ب: الصدق في القول والعمل
ج: إتقان العمل فقط",أ,الإحسان في الإسلام يعني: أ: أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك.,True,3.6238033771514893,
136,الفرق الأساسي بين الزكاة والصدقة أن:,"أ: الزكاة تطوعية والصدقة فريضة
ب: الزكاة فريضة والصدقة تطوعية
ج: كلاهما فريضة ولكن لفئات مختلفة",ب,ب: الزكاة فريضة والصدقة تطوعية,True,2.4887759685516357,
137,أجر صيام يوم عرفة للحاج:,"أ: يكفر السنة التي قبله والسنة التي بعده
ب: لا يُسن للحاج صيام يوم عرفة
ج: يكفر ذنوب عشر سنوات",ب,"الإجابة الصحيحة هي: أ.

السبب: وفقاً للمذهب المالكي، فإن صيام يوم عرفة للحاج يكفر السنة التي قبله والسنة التي بعده، ولكن هذا الرأي ليس شائعًا بين المذاهب الأخرى؛ حيث يرى جمهور العلماء أن صيام يوم عرفة يكفر ذنوب سنة واحدة فقط. ومع ذلك، بناءً على طلبك لتقديم الإجابة وفقاً للمذهب المالكي، الخيار (أ) هو الصحيح هنا.

(ملاحظة: يُشار إلى أن الرأي الأكثر شيوعًا بين المذاهب الأخرى هو أن صيام يوم عرفة يكفر ذنوب سنة واحدة فقط، وليس سنتين.)",True,13.085040807723999,
138,أجر صيام يوم عاشوراء:,"أ: يكفر السنة التي قبله والسنة التي بعده
ب: يكفر السنة التي قبله فقط
ج: يكفر ذنوب عشر سنوات",ب,"الإجابة الصحيحة هي: ب. لا يوجد دليل شرعي يدعم أن صيام يوم عاشوراء يكفر سنة كاملة، سواء كانت السنتين قبل وبعده أو واحدة منهما. ومع ذلك، فإن الحديث الشريف يقول إن صيام يوم عاشوراء يكفر السنة التي قبله (أي العام الذي سبقه)، ولكن هذا ليس كما ذكر في الخيارات المقدمة بشكل دقيق. لكن بناءً على الخيارات المعطاة، لا يوجد خيار صحيح تمامًا من الناحية الشرعية وفق الفقه المالكي. ومع ذلك، إذا اضطررنا لاختيار واحد، فإن أقربها إلى الواقع سيكون ب، ولكنه غير دقيق أيضًا.

**ملاحظة:** يُشار إلى أن صيام يوم عاشوراء له فضل كبير في الإسلام، حيث روى مسلم عن أبي قتادة رضي الله عنه أن النبي صلى الله عليه وسلم قال: ""أحتسب على الله أن يكفر السنة التي قبله"". ومع ذلك، هذا لا يعني أنه يكفر سنة كاملة كما ذكر في الخيارات.

**الإجابة الصحيحة بناءً على المعلومات المتاحة:** 
لا يوجد خيار صحيح تمامًا من بين الخيارات المعطاة. ولكن إذا اضطررنا للاختيار، فإن أقربها إلى الواقع سيكون ب، ولكنه غير دقيق أيضًا. **ولكن يجب أن نلاحظ أن هذا لا يعكس الحقيقة الدينية بشكل كامل.**

**الإجابة الصحيحة بناءً على فهم الفقه المالكي:** 
لا يوجد دليل شرعي يدعم أي من الخيارات المعطاة. ومع ذلك، وفقًا للحديث الشريف، فإن صيام يوم عاشوراء يكفر السنة التي قبله (أي العام الذي سبقه)، ولكن هذا لا يعني أنه يكفر سنة كاملة كما ذكر في الخيارات.

**الإجابة الصحيحة بناءً على فهم الإسلام بشكل عام:** 
لا يوجد دليل شرعي يدعم أن صيام يوم عاشوراء يكفر ذنوب عشر سنوات، أو السنة التي قبله والسنة التي بعده، أو حتى السنة التي قبله فقط كما ذكر في الخيارات. ومع ذلك، فإن الحديث الشريف يقول إن صيام يوم عاشوراء يكفر السنة التي قبله (أي العام الذي سبقه)، ولكن هذا لا يعني أنه يكفر سنة كاملة كما ذكر في الخيارات.

**الإجابة الصحيحة بناءً على فهم الفقه المالكي بشكل دقيق:** 
لا يوجد دليل شرعي يدعم أي من الخيارات المع",True,43.74035167694092,
139,ليلة القدر هي:,"أ: ليلة من العشر الأواخر من رمضان
ب: الليلة الأولى من رمضان
ج: ليلة النصف من شعبان",أ,أ: ليلة من العشر الأواخر من رمضان,True,1.9343068599700928,
140,القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:,"أ: القهقهة تبطل الصلاة ولا تنقض الوضوء
ب: القهقهة تبطل الصلاة وتنقض الوضوء
ج: القهقهة لا تبطل الصلاة ولا تنقض الوضوء",أ,ج: القهقهة لا تبطل الصلاة ولا تنقض الوضوء، لكن يُستحب لها أن تحرص على عدم حدوثها أثناء الصلاة. ومع ذلك، فإن المذهب المالكي يرى أنها ليست سبباً في بطلان الصلاة أو نقض الوضوء.,False,6.72453761100769,
